1190,5777,cx_b
254,1527,br
2099,4715,cc
2451,5177,cx_rw
54,1783,greenh
1927,7457,lt
3034,4989,gh
1417,696,cx_gw
2460,6383,of
164,3251,st
44,2032,dp
51,722,wt
2291,4112,cc
2510,4666,cx_b
2661,6378,cx_b
3036,7041,bf
2341,4566,xkc
1809,3926,xkc
2468,5060,cx_gw
2463,4615,ptc
4,1510,br
2143,3817,gf
185,2346,dp
2483,7908,wt
63,7327,bf
1972,620,wt
1119,2734,dp
2311,4630,xkc
636,5940,gr
2759,80,st
2560,1979,wr
2312,934,st
2643,2654,wr
2310,4162,ptc
1928,602,wt
1195,7892,st
2344,5604,xkc
2161,4127,ptc
2549,2074,br
2561,5941,gr
2161,2944,gr
66,6692,gh
60,2107,dp
2536,2063,br
2430,5830,cc
2508,2051,br
2620,7272,gr
1685,881,greenh
950,5531,greenh
2781,3137,of
2034,4894,wm
2156,4751,cc
2432,4599,gf
1916,4800,ptc
1007,5919,cx_b
2752,1880,bf
3033,4448,of
1212,5224,cx_rw
989,3127,dp
589,5736,rf
1973,313,gh
908,5524,greenh
592,3342,cc
544,3389,xkc
529,5519,bf
2120,3605,ptc
2281,4538,gf
3067,5921,gr
1569,2826,wm
2573,5931,gr
89,7392,rf
2768,6228,st
864,7382,lt
746,5424,lt
586,1964,cx_gw
603,2538,ptc
2563,5928,gr
1938,5936,gr
83,6767,br
2059,4639,cc
2255,4325,ptc
2866,3971,greenh
2804,4822,cx_rw
3043,1755,wt
2225,5935,wr
2115,3880,gf
125,6781,br
2046,4609,cc
547,7280,lt
2592,6641,xkc
789,2519,cx_b
1988,3705,cc
819,7535,cx_b
2376,4084,ptc
758,2460,gr
2466,5864,ptc
2347,2953,gr
2004,3137,xkc
1544,2831,wm
2517,2992,cx_rw
21,1798,greenh
2523,2181,cx_gw
368,1042,wt
959,5881,cx_b
2757,3230,of
985,3166,dp
2557,5088,cx_gw
83,4149,cx_rw
366,4002,gh
2811,5464,gh
236,5905,wr
2377,5138,cx_gw
897,5525,greenh
1772,5944,gr
26,239,greenh
153,2280,dp
2301,363,cc
722,1981,cx_gw
1942,2799,cx_gw
2066,4804,gf
919,4374,gr
1456,5079,cx_gw
763,5126,gh
2354,6249,of
898,7308,gr
2884,5566,of
3059,5927,gr
2523,2913,cx_rw
2160,5169,gf
1644,6827,lt
1782,4609,bf
2133,4989,wm
78,384,of
770,5736,rf
1940,4635,gf
758,5395,lt
2770,2676,of
2094,2930,gr
612,4655,cx_gw
521,5780,rf
2523,3605,cx_gw
681,4565,br
2734,4095,wr
2940,1882,of
948,4792,greenh
2747,2780,greenh
2095,3300,cc
2015,3336,gf
2159,3071,cx_rw
2252,4349,ptc
214,2136,dp
601,3338,cc
266,2473,greenh
1128,2761,dp
2006,4878,wm
1388,5210,greenh
2667,6205,wr
1387,641,gh
40,2258,dp
2441,4133,bf
446,2027,cc
2591,5258,cx_gw
533,2563,bf
918,5512,greenh
889,7334,lt
1817,2612,bf
1903,290,st
158,2158,dp
2082,3303,cc
2606,6607,xkc
2107,4757,cc
392,6198,gr
1752,1295,st
1872,3652,cc
820,7533,cx_b
1993,4869,wm
2740,5246,gr
446,1979,ptc
1689,5198,greenh
1880,3222,ptc
1402,4221,gh
3083,3308,rf
1043,3069,dp
2537,1378,st
591,4729,cx_gw
1102,5852,cx_gw
594,3339,cc
2074,4635,cc
1798,2778,greenh
2437,4133,bf
618,2745,wm
348,3814,greenh
716,2466,cx_gw
2212,304,ptc
2090,4937,wm
741,2795,bf
155,2142,dp
1001,5890,cx_b
2250,5073,xkc
2566,4328,xkc
2798,6108,wt
1896,5094,gf
2046,5241,lt
1931,5094,cc
675,6671,gr
227,611,wt
290,5909,wr
1970,1748,cx_b
178,5076,wr
2146,3861,gf
2670,2135,wr
2403,5775,ptc
39,1821,greenh
2400,1695,wt
19,1501,br
674,5257,rf
1127,7296,gr
665,5327,bf
135,4199,wr
2159,265,of
1054,1464,bf
2265,5936,wr
81,480,wt
694,6699,gr
194,6244,cx_rw
2759,3187,of
234,6308,rf
86,4368,cx_rw
689,3511,lt
663,2827,ptc
82,4368,cx_rw
3010,5920,gr
2441,5817,cc
2114,3267,ptc
45,1512,br
732,4070,wt
1747,4857,of
926,5125,gh
2656,3032,cx_rw
1949,5140,cc
921,4206,lt
777,2750,bf
1304,3731,of
13,7357,rf
758,2800,bf
158,2163,dp
2827,1564,greenh
2350,5617,xkc
1529,1543,st
983,4574,rf
1916,7452,lt
2236,361,wm
1041,3061,dp
3029,2713,st
69,7370,rf
85,4475,wt
3076,5104,cx_gw
607,7324,lt
541,5684,rf
742,1963,cx_gw
2033,5142,rf
2791,6227,st
990,5891,cx_b
2240,365,wm
144,2259,gr
1963,3270,cc
535,5553,bf
2825,1114,wt
154,2158,dp
2479,1179,st
930,7309,lt
2797,4824,cx_rw
2153,7405,lt
525,5801,rf
1209,5218,cx_rw
787,7349,cx_b
2348,1683,wt
2338,6990,cx_b
2075,5469,cx_gw
2827,3863,gr
1999,3329,gf
930,5892,cx_b
752,5122,gh
606,7978,lt
2340,6252,of
36,6672,gh
894,5004,cx_rw
2230,245,greenh
2068,2726,lt
973,4602,rf
2083,4931,wm
69,2106,dp
2024,4649,cc
862,4679,gr
2600,4059,cx_gw
2052,4920,wm
152,3253,st
3028,5332,cx_gw
3101,2412,wt
2135,4992,wm
784,7340,cx_b
622,4779,cx_b
2227,7298,lt
906,4594,bf
2775,7797,cx_rw
142,3282,of
2854,4644,cx_gw
2258,7067,st
1217,2276,wr
2323,4166,ptc
19,1810,greenh
1115,1970,cc
1075,3016,dp
2497,2056,br
174,2157,dp
443,3395,wt
606,2528,ptc
2180,4180,gf
2404,5772,ptc
1223,2257,wr
2798,1720,wt
1927,5101,cc
2018,4969,xkc
632,5270,rf
1014,7494,st
2134,5523,cx_gw
2492,5209,cx_gw
1869,4063,rf
861,4828,wr
1789,5448,cc
2734,2260,of
2223,3165,cx_b
2911,4789,st
384,1839,rf
582,5725,rf
592,5926,gr
2392,3076,gh
2514,6879,cc
2364,5433,cx_gw
1179,5783,cx_b
2559,5651,xkc
141,4107,br
1625,4342,gh
2398,5393,cx_gw
91,854,wt
23,1794,greenh
2533,6869,cc
2076,5433,cx_gw
1971,3677,cc
2513,5926,gr
75,383,of
1971,3696,cc
3068,3291,rf
788,2519,cx_b
702,3534,lt
2385,542,cc
1150,4315,st
166,2266,gr
2720,2655,wt
240,6188,wt
2549,4148,greenh
251,6652,gh
413,4291,greenh
2298,4670,xkc
2991,7087,gr
2186,5738,cx_b
939,5525,greenh
2050,4607,cc
1069,1975,wm
2311,4170,ptc
33,2279,dp
2435,5825,cc
2893,4115,of
2087,5477,cx_gw
2044,2741,lt
574,2628,gf
3019,4449,of
700,2753,bf
1152,4301,st
218,3493,greenh
2939,5897,greenh
674,5940,gr
2712,2793,greenh
1744,5150,gr
1769,4558,wr
211,1518,br
2107,4976,wm
1817,3145,bf
789,2520,cx_b
2800,4837,cx_rw
818,7521,cx_b
1870,5160,of
113,2623,wr
1839,4654,rf
2138,3698,gr
2763,4092,wr
924,5896,cx_b
2332,5319,gf
490,2493,xkc
667,3300,rf
1984,4330,xkc
147,2312,dp
2013,237,bf
1789,1865,wt
788,6923,gr
1887,3654,cc
1055,3398,cx_rw
1905,7100,bf
2711,2497,gr
2670,6439,cx_b
716,7376,cx_b
874,7358,lt
2144,5474,cx_gw
1913,3163,wm
888,5006,cx_rw
961,7264,lt
899,2888,wr
286,7853,lt
1762,5427,ptc
2438,5247,cx_gw
1135,7789,cx_rw
2361,5315,gf
994,3133,dp
2150,4773,cc
2279,4029,xkc
3038,5493,cx_rw
2747,1853,bf
2664,6417,cx_b
837,7543,cx_b
802,7480,lt
766,4331,wr
2274,1792,rf
3007,7075,gr
881,4695,gr
153,3256,st
2752,2788,greenh
3020,7068,gr
324,1952,ptc
2057,2721,lt
2167,5701,cx_gw
1460,7106,rf
236,1525,br
599,5927,gr
943,3744,gh
240,6619,gh
2744,2270,of
321,7220,wt
2747,3648,wt
2201,3251,xkc
2714,2791,greenh
2082,3661,xkc
2521,2064,br
2100,2750,cx_b
2446,7928,wt
70,2108,dp
1132,2758,dp
213,4082,dp
1892,4969,ptc
2120,3871,gf
835,7548,cx_b
1052,3112,dp
2454,3049,wt
1828,2612,bf
733,3017,of
1344,7217,rf
166,4188,wr
3074,3292,rf
2794,7814,cx_rw
1389,4271,cx_rw
1060,3091,dp
1401,5206,greenh
1977,3340,gf
1928,3328,gf
2510,4656,cx_b
1946,3259,cc
277,223,rf
2719,4992,cx_gw
606,2993,wt
2181,3327,wr
2483,6951,wm
1952,4930,xkc
1368,3987,bf
2301,505,xkc
1904,3660,cc
2044,284,bf
1528,4105,gh
2093,5266,lt
363,1994,ptc
2237,4074,cc
518,5564,bf
3067,4134,gh
1907,3139,wm
2527,2921,cx_rw
295,5912,wr
2640,4345,wt
2037,3242,ptc
1098,2621,cx_gw
877,4793,wr
1858,5157,of
1699,2774,wr
2042,4630,cc
2669,2140,wr
2133,3852,gf
2124,5476,cx_gw
1533,1538,st
771,2762,bf
1698,4186,gh
878,7338,lt
188,252,lt
937,4825,greenh
2398,2163,greenh
1863,6528,rf
1691,2803,wr
1808,6507,rf
321,1949,ptc
604,5751,rf
2563,5650,xkc
2428,4607,gf
2491,2051,br
719,7367,cx_b
176,2113,dp
2140,5143,gf
32,3610,cx_rw
2010,2801,xkc
2979,4820,st
812,6938,gr
407,4297,greenh
625,5283,rf
2568,1431,gh
1847,2616,bf
2209,4912,gf
2831,7176,gr
943,7245,gr
2131,4994,wm
2997,7083,gr
2573,4043,cx_gw
2089,4933,wm
2378,5004,wr
137,4106,br
2581,2754,cx_rw
2055,5107,gf
2459,5930,gr
2242,5208,wm
3034,5491,cx_rw
824,4173,cx_rw
296,7851,lt
1434,4701,gh
2236,4100,cc
1709,5202,greenh
2883,3954,greenh
2029,4624,cc
986,5887,cx_b
1527,3033,bf
1985,301,gh
941,5136,gh
200,3492,greenh
2407,4907,rf
644,3356,rf
1045,3047,dp
166,2147,dp
1253,2164,wr
2071,4927,wm
69,6704,gh
2440,4105,bf
2326,7043,st
2395,2166,greenh
1571,2859,wm
2299,371,cc
1009,5922,cx_b
2282,5092,xkc
985,5928,cx_b
216,6278,cx_rw
2107,3875,gf
2153,4086,gf
2255,480,xkc
1248,2182,wr
1873,5947,gr
1636,6855,lt
2390,543,cc
921,7278,gr
929,5903,cx_b
2134,4033,ptc
26,1816,greenh
131,4086,br
2853,4490,cx_gw
585,5759,rf
1356,2711,wm
610,4779,cx_b
2494,1129,wt
1866,1677,of
1019,5921,cx_b
596,4662,cx_gw
686,6693,gr
2864,7765,gh
2647,3738,gh
41,3632,cx_rw
1885,3225,ptc
2856,4496,cx_gw
737,1994,cx_gw
244,1521,br
2172,3808,gf
1887,3669,cc
999,3147,dp
343,310,wt
41,5080,lt
2550,2068,br
2117,4965,wm
952,5523,greenh
438,1836,rf
217,4090,dp
1209,632,wt
2122,4971,wm
1929,3308,gf
2853,1537,gh
2087,4946,wm
484,3312,wr
784,4984,wt
1338,2738,cc
2865,4539,wt
598,5244,bf
591,2724,cc
1701,5203,greenh
152,2164,dp
400,2855,of
750,6899,gr
1930,5098,cc
1129,7303,gr
2184,4017,ptc
2722,2291,of
675,4563,br
194,1520,br
1544,2834,wm
1552,2814,wm
2531,5942,gr
2293,4033,xkc
2074,2742,lt
2096,2749,cx_b
2061,4923,wm
1961,3162,xkc
45,3634,cx_rw
27,2046,dp
1608,7464,cx_gw
1236,672,wt
920,1737,gh
27,1511,br
2671,6435,cx_b
204,6259,cx_rw
1800,2592,bf
291,4189,rf
1952,4186,rf
2939,2602,gh
152,1510,br
2283,379,cc
2424,5831,cc
617,1951,cx_gw
251,3657,gh
514,4932,gh
2057,6080,bf
2502,5686,cx_gw
1355,5345,wr
1417,4691,gh
762,2733,bf
2364,5314,gf
909,7292,gr
1073,3015,dp
2980,2576,of
545,5831,rf
1693,2033,wt
2075,3856,wm
153,2176,dp
2208,4223,ptc
154,6788,br
2325,710,wt
2545,5848,ptc
514,5510,bf
1691,3766,xkc
2091,4937,wm
1568,2816,wm
2956,6977,cx_b
2373,4089,ptc
928,4377,gr
2433,4543,cx_b
2551,907,wr
494,1747,st
86,6683,gh
1446,4709,gh
1812,3924,xkc
2732,3236,of
1197,7894,st
2595,6642,xkc
2529,2923,cx_rw
2710,2784,greenh
2502,6534,wt
2967,4839,st
2047,5099,gf
2665,6433,cx_b
350,1909,cc
2162,5573,cx_gw
2291,3866,lt
319,4647,gh
1902,1671,of
307,5911,wr
2542,5839,ptc
2333,4548,xkc
1967,3340,gf
167,4579,gr
2188,3338,wr
2122,5491,cx_gw
2099,3296,cc
37,1510,br
148,1515,br
2088,3853,wm
212,5055,wr
784,7307,cx_b
2244,486,xkc
2692,7515,gr
228,1520,br
1384,2730,wm
83,682,wt
2995,3978,greenh
558,7401,wt
2104,3864,gf
888,7330,lt
84,4363,cx_rw
2877,4116,of
2740,2634,gh
2197,5750,cx_b
744,5415,lt
816,5720,rf
1575,2854,wm
139,4117,br
2500,5936,gr
2292,365,cc
214,4142,gr
1065,2978,dp
66,2834,wt
2439,4541,cx_b
749,542,wt
1874,5103,greenh
1196,4965,gh
2120,5517,cx_gw
82,379,of
1863,6521,rf
241,1526,br
2597,6629,xkc
1884,2631,bf
1080,3025,dp
1361,2789,wm
2315,3599,wr
2071,4820,gf
561,5960,cx_rw
2440,5152,cx_rw
1350,1607,wt
158,1511,br
2127,3604,ptc
35,2046,dp
2280,7092,st
1993,7383,lt
747,5700,rf
2216,306,ptc
2455,1902,ptc
1822,2614,bf
2810,4858,cx_rw
606,4641,cx_gw
542,2593,gf
2046,4920,wm
1115,4345,st
736,1974,cx_gw
532,4885,gh
2949,6984,cx_b
2707,2787,greenh
50,2057,dp
1435,3037,rf
75,4354,cx_rw
109,642,wt
1884,5939,gr
1390,4280,cx_rw
337,4960,wt
781,7292,cx_b
1783,2919,cx_gw
2020,4312,xkc
223,4837,br
723,3526,lt
2537,3360,bf
2053,3292,cc
697,5297,bf
2007,4878,wm
2585,1537,wr
2939,4841,of
193,1524,br
2097,4952,wm
984,3597,rf
2206,3679,bf
2430,192,wr
2749,5181,cx_gw
3074,7942,of
1942,5147,cc
2138,4724,cc
1427,5047,cx_rw
1089,2757,dp
1184,1179,of
2736,1867,bf
1089,2735,dp
1879,2624,bf
2120,4978,wm
540,2800,ptc
990,3141,dp
1626,2670,wr
2423,4588,gf
2517,6907,cc
1695,4427,wr
396,2228,cx_rw
1708,1311,st
2482,2053,br
330,4945,wt
2546,3609,cx_gw
2351,2729,bf
1806,5944,gr
79,30,greenh
48,2797,cx_gw
2722,73,st
1954,552,wt
56,1344,wt
194,1512,br
1166,2900,gh
1089,902,cx_gw
1431,4373,wt
2150,5014,wm
95,5400,wt
2241,466,xkc
384,5878,cx_rw
2578,1532,wr
598,3357,cc
2281,5716,lt
1888,4975,ptc
2477,1176,st
47,1511,br
2061,4616,cc
2561,5657,xkc
2747,4859,cx_gw
2152,5021,wm
930,7321,lt
484,3313,wr
725,285,wt
1124,7798,cx_rw
1051,3050,dp
2564,5936,gr
90,4355,cx_rw
1987,3668,cc
2782,2678,of
999,3146,dp
456,2314,gr
1697,1855,of
902,7303,gr
2698,2650,wt
2731,86,st
2571,7499,gr
2330,4158,ptc
2654,6398,cx_b
624,4648,cx_gw
2985,866,wt
2451,4419,wr
549,3386,xkc
1912,3424,cc
2718,3210,of
2421,605,xkc
39,7338,rf
652,2837,ptc
3050,5923,gr
1386,4283,cx_rw
1115,3012,wr
2300,4635,xkc
439,6138,cx_rw
1997,271,bf
183,3808,gh
1135,5777,cx_b
246,6164,wt
746,2454,gr
606,7297,lt
2823,4444,cx_gw
2459,5939,gr
723,6903,gr
2134,4032,ptc
1429,5049,cx_rw
2316,928,st
2312,512,xkc
2279,5039,gf
758,5391,lt
2756,2671,of
2790,3143,of
269,1519,br
1893,2623,bf
3054,5931,gr
700,6057,wt
1747,5427,ptc
1810,2624,bf
183,4183,wr
2946,2162,wr
2398,5106,cx_gw
905,1893,wr
2754,4092,wr
43,3639,cx_rw
1588,7630,bf
156,2305,dp
1925,4621,gf
2155,5019,wm
219,4787,br
2572,2081,br
445,2206,gh
1084,2754,dp
1947,3482,ptc
2097,77,st
445,2026,cc
226,4843,br
2151,3807,gf
70,1357,wt
139,4199,wr
2567,4328,xkc
2296,7053,st
2542,5723,ptc
2041,5097,gf
2735,3131,of
1073,2984,dp
2473,2913,cx_gw
2301,7047,st
2689,5538,wt
1114,1514,cx_gw
2746,6209,st
1548,2858,wm
2016,3362,ptc
1901,4900,xkc
2414,2186,greenh
2059,5060,wm
1570,2817,wm
124,3620,gh
74,3023,gh
2284,5140,gf
2135,5176,gf
2566,2074,br
1401,5099,cx_b
26,5070,lt
2191,4910,gf
2610,4085,cx_gw
2297,4087,cc
2166,3261,xkc
2056,3753,ptc
694,5929,gr
2145,7405,lt
2506,2052,br
2081,5253,lt
2488,5942,gr
1709,2051,wt
149,2296,dp
2524,5626,cx_gw
2118,4080,gf
1946,5142,cc
2548,2067,br
1955,3674,cc
1002,3149,dp
70,2969,gh
2335,4584,xkc
791,4786,greenh
1892,3687,cc
2347,1753,wt
2021,4883,wm
2814,4851,cx_rw
1190,5803,cx_b
2214,4219,ptc
1083,5850,cx_gw
2236,3100,cx_gw
2905,5301,cx_gw
300,4526,gr
713,3545,lt
3065,2455,rf
50,1356,wt
2796,77,st
1374,4507,greenh
2289,4100,cc
1972,4486,xkc
2369,273,bf
174,2130,dp
2592,4062,cx_gw
101,1514,br
750,5153,gh
2432,591,xkc
1309,5183,bf
262,1442,bf
1129,2725,dp
301,5139,greenh
596,7292,lt
2198,5730,cx_b
668,2263,greenh
2586,7294,gr
1262,7757,gh
2632,2694,wr
2836,1558,greenh
2168,3590,ptc
2489,4605,ptc
467,205,cx_gw
2046,3246,ptc
2459,4610,ptc
48,1827,greenh
1754,5425,ptc
985,7504,st
3077,5191,gr
38,1503,br
2536,2062,br
2113,3893,gf
1136,4317,st
2268,4326,ptc
2185,5178,gf
1997,4864,wm
1286,4692,cx_rw
1519,4917,wt
2254,4354,ptc
1740,1289,st
1253,2162,wr
1390,4504,gh
2528,6736,wm
2540,3765,cx_gw
708,6893,gr
1312,7781,gh
1571,1707,br
548,3390,xkc
2524,2923,cx_rw
1073,2968,dp
590,4702,cx_b
68,3475,st
1579,2831,wm
913,5507,greenh
34,2258,dp
2875,3974,greenh
1129,2775,cx_gw
2615,4333,wt
2260,5124,gf
2080,4941,wm
2371,4095,ptc
2077,3850,wm
1004,3135,dp
3095,7926,of
1098,5866,cx_gw
601,3037,wt
2123,4743,cc
1004,5923,cx_b
505,1807,wt
220,4729,br
2121,3901,gf
606,7293,lt
675,5946,gr
2111,4956,wm
1827,5937,gr
1640,3947,wt
2124,3569,gf
724,3525,lt
1377,2726,wm
238,1523,br
1390,4278,cx_rw
715,4653,lt
1867,5099,greenh
2280,5090,xkc
2972,2574,of
252,6180,wt
2017,3492,gf
2057,4668,cc
2316,4660,xkc
1142,4718,st
1950,3699,cc
639,1079,wt
2004,3135,xkc
241,6631,gh
1553,2842,wm
1009,5923,cx_b
1998,5779,gh
597,7303,lt
2140,5166,gf
70,7291,bf
2040,6084,bf
574,5740,rf
1999,3315,gf
828,4298,of
2497,2051,br
222,4865,br
1071,4300,gr
2504,3073,wt
406,5869,cx_rw
2507,620,rf
889,5781,rf
2347,266,bf
1558,2839,wm
899,2870,wr
1197,5205,cx_rw
2588,1547,wr
2006,265,bf
619,4782,cx_b
48,3629,cx_rw
1340,5684,greenh
746,3538,lt
2979,1882,of
1968,319,gh
408,2036,ptc
2749,2787,greenh
2211,5734,cx_b
2041,4631,cc
1108,2981,wr
2374,5271,cx_gw
182,1522,br
2761,5155,cx_gw
2928,5903,greenh
2134,2937,cx_gw
2296,1745,wt
1078,3007,dp
560,7277,lt
618,4781,cx_b
2671,7518,gr
2190,5187,gf
1027,4076,rf
2362,6950,xkc
628,6054,gh
1239,632,wt
1812,3899,xkc
1101,2751,dp
11,1370,wt
144,2170,dp
1243,7331,gr
3001,1851,of
1783,3660,xkc
1395,5088,cx_b
1085,3004,dp
1278,4883,rf
1119,3029,wr
601,2770,wm
1291,2779,xkc
1756,5415,ptc
763,6912,gr
764,5696,rf
1523,4113,gh
2902,2596,st
788,6922,gr
1078,3016,dp
703,7408,cx_b
3024,5030,of
2881,938,wr
2064,2805,xkc
1068,2989,dp
2132,3859,gf
2124,4998,wm
1399,5090,cx_b
2151,4184,gf
2031,4618,cc
1926,4802,ptc
76,69,gh
715,2768,bf
1076,2969,dp
9,1793,greenh
616,6349,cx_rw
635,4951,wr
236,1517,br
417,2005,xkc
2161,4725,cc
2297,362,cc
147,2302,dp
921,7295,lt
886,7321,gr
2327,249,bf
205,4088,dp
1981,4475,xkc
32,7332,rf
2208,4653,gf
2368,2807,gh
2307,7025,st
1724,1852,of
608,1938,cx_gw
1993,4543,xkc
610,6353,cx_rw
1303,5143,bf
2066,4910,wm
1767,3726,xkc
259,1526,br
2255,4352,ptc
774,5704,rf
2001,3339,gf
558,5818,rf
2672,6435,cx_b
1880,3227,ptc
2397,550,cc
620,4964,wr
1081,3020,dp
2289,507,xkc
2739,2265,of
2996,4027,st
2925,5197,cx_gw
2137,3571,gf
2755,6214,st
1987,5343,wr
56,1812,greenh
148,4116,br
829,4037,lt
67,2253,greenh
1942,3486,ptc
3038,5492,cx_rw
632,1109,wt
302,4578,cx_gw
2492,3271,greenh
3042,5706,of
2180,5183,gf
2038,4913,wm
3097,7794,rf
2856,5138,cx_gw
611,4673,cx_gw
1875,3683,cc
732,2660,wm
1925,4807,ptc
1099,2510,greenh
1204,5215,cx_rw
2405,3275,cx_gw
573,7274,lt
238,1527,br
2313,516,xkc
2061,5107,gf
607,6344,cx_rw
2075,6098,bf
2229,4668,gf
2002,3138,xkc
619,1099,wt
2773,4265,cx_b
2253,5720,lt
1879,1692,of
2738,3236,of
797,7288,cx_b
3062,7880,of
2033,252,bf
145,2150,dp
292,2346,gh
2104,6680,cx_rw
960,5520,greenh
2451,5143,cx_rw
49,7341,bf
2471,5099,cx_gw
759,1748,cx_gw
473,1734,st
927,5902,cx_b
2165,5110,cc
2321,4167,ptc
2075,4924,wm
1457,4713,gh
1726,5462,ptc
743,1962,cx_gw
2328,4586,xkc
2210,5649,wr
2326,2953,gr
2772,2760,greenh
2152,4083,gf
667,3307,rf
269,1522,br
2580,2800,cx_rw
949,5892,cx_b
940,6416,gh
598,2713,cc
2472,594,rf
549,2608,gf
576,5693,rf
1108,2988,wr
1065,3105,dp
1129,3524,gh
2530,6889,cc
635,3504,lt
1808,2547,bf
2413,3228,gh
323,4934,wt
2585,5187,cx_gw
2440,7932,wt
182,2154,dp
701,4061,wt
1911,2639,bf
633,79,gh
1948,3484,ptc
586,5929,gr
2157,4192,gf
17,6836,bf
584,4746,cx_b
2269,5933,wr
1688,2046,wt
242,3650,gh
2408,5766,ptc
2329,511,xkc
2031,4659,cc
2305,4169,ptc
1208,5221,cx_rw
2800,5312,gr
2391,2149,greenh
618,4771,cx_b
857,7543,cx_b
2721,5543,wt
638,5939,gr
2151,2879,bf
37,2274,dp
43,1829,greenh
2413,305,bf
1741,3924,bf
2063,2726,lt
37,2032,dp
226,4888,br
3087,5927,gr
3009,5520,cx_rw
3026,5515,cx_rw
2717,3221,of
2183,4925,gf
2595,4103,cx_gw
2499,5931,gr
1824,3230,cc
688,2704,xkc
1430,4708,gh
1340,2752,cc
142,4082,br
401,3531,gh
743,3532,lt
819,4295,of
799,7304,cx_b
2750,81,st
605,2770,wm
2737,1864,bf
233,129,of
612,6350,cx_rw
1790,5447,cc
2728,3138,of
401,6222,gr
252,6182,wt
82,1520,br
722,4647,lt
217,4796,br
1181,1186,of
623,6392,cx_rw
2218,303,ptc
2300,240,gh
1539,2850,wm
179,2157,dp
2317,322,ptc
835,6948,gr
2234,358,wm
2038,4996,wm
55,7393,rf
661,2834,ptc
2565,5936,gr
3037,4454,of
2173,5672,cx_gw
1503,7852,gr
2211,4038,wm
37,5392,wt
2450,2789,gh
211,2144,dp
284,537,wt
1194,622,wt
530,2735,xkc
1547,2847,wm
1962,7400,lt
2498,5635,cx_gw
2323,4154,ptc
2286,5690,lt
596,5657,rf
27,6748,br
87,6771,br
2975,2561,of
271,2493,greenh
2892,2391,cx_gw
1926,244,rf
1045,1937,ptc
2166,5031,wm
2432,4596,gf
3097,7123,gh
2826,4596,lt
147,2143,dp
2671,6446,cx_b
1852,3476,cc
2150,4183,gf
48,7334,bf
5,1513,br
2441,1955,xkc
517,4911,gh
2978,4927,cx_rw
1712,5509,ptc
27,2040,dp
317,1388,gh
2622,975,wr
2007,4307,xkc
2481,5042,cx_gw
696,3827,lt
772,5353,gh
501,6463,st
1539,2855,wm
3049,7015,bf
2241,5698,lt
1138,2763,dp
1226,2399,wt
2335,5311,gf
2135,5147,gf
2825,4723,cx_b
582,4734,cx_b
703,6716,gr
37,1831,greenh
2792,1792,wt
2181,3328,wr
1813,3903,xkc
2834,1794,wt
32,4419,st
1650,900,greenh
2285,1819,rf
1750,5557,xkc
731,2359,bf
2913,2185,wr
2245,197,gh
1089,2509,greenh
2472,3941,cx_b
82,7312,bf
2241,461,xkc
101,4139,cx_rw
2096,7733,st
2520,6869,cc
2507,5932,gr
1090,2811,cx_gw
153,4127,br
117,2622,wr
267,1521,br
23,1793,greenh
2115,4967,wm
1827,3231,cc
1669,3960,wt
818,4299,of
2489,6352,of
595,5978,cx_rw
94,3369,st
